key	scope	ko	en
charging.install.contest.c2.li3	charging	대상: 사업자 (구축 20기 이상)	Target: Operators (20+ units)
charging.install.contest.c2.li4	charging	지원 단가: 1,500 ~ 4,500만원/기	Rate: KRW 15M – 45M/unit
charging.install.contest.c2.title	charging	2026년 급속충전기 거점 구축 공모	2026 Fast Charger Hub Procurement
charging.install.contest.cur.title	charging	진행 중 공모	Active Procurements
charging.install.contest.eval.col1	charging	구분	No.
charging.install.contest.eval.col2	charging	평가 항목	Evaluation Item
charging.install.contest.eval.col3	charging	배점	Points
charging.install.contest.eval.col4	charging	주요 검토 사항	Review Items
charging.install.contest.eval.r1	charging	<td>1</td><td>사업 수행 능력</td><td>30점</td><td>구축 실적·재무 안정성</td>	<td>1</td><td>Project Capability</td><td>30 pts</td><td>Track record, financial stability</td>
charging.install.contest.eval.r2	charging	<td>2</td><td>입지·접근성</td><td>25점</td><td>교통량·이용 수요·경쟁성</td>	<td>2</td><td>Location/Access</td><td>25 pts</td><td>Traffic volume, demand, competitiveness</td>
charging.install.contest.eval.r3	charging	<td>3</td><td>가격 경쟁력</td><td>20점</td><td>kWh당 요금·할인 정책</td>	<td>3</td><td>Price Competitiveness</td><td>20 pts</td><td>kWh rate, discount policy</td>
charging.install.contest.eval.r4	charging	<td>4</td><td>운영 계획</td><td>15점</td><td>유지보수·장애 대응 체계</td>	<td>4</td><td>Operation Plan</td><td>15 pts</td><td>Maintenance, incident response</td>
charging.install.contest.eval.r5	charging	<td>5</td><td>지역 균형</td><td>10점</td><td>충전 사각지대 해소 기여도</td>	<td>5</td><td>Regional Balance</td><td>10 pts</td><td>Closing charging gaps</td>
charging.install.contest.eval.title	charging	평가 항목 및 배점	Evaluation Criteria & Scoring
charging.install.contest.fast.h4	charging	급속 충전기 구축 공모	Fast Charger Procurement
charging.install.contest.fast.spec	charging	대상 규격: 50kW 이상 급속 충전기	Spec: 50kW+ fast charger
charging.install.contest.fast.support	charging	지원 내용: 환경부 보조금 업무처리지침에 따른 대당 보조	Support: per-unit subsidy under MCEE Subsidy Operations Guideline
charging.install.contest.fast.target	charging	대상 사업자: 충전 사업자, 고속도로 휴게소·대형 거점	Eligible: charging operators, highway rest areas, major hubs
charging.install.contest.h1	charging	완속/급속 공모 신청	Slow/Fast Procurement Application
charging.install.contest.h3	charging	완속·급속 충전기 구축 공모	Slow/Fast Charger Procurement
charging.install.contest.lead	charging	대형 사업자 대상 <strong>충전소 구축 공모</strong>를 통해 다수 부지 일괄 설치 보조금을 지원합니다.	For large operators, the <strong>station deployment procurement</strong> provides subsidies for bulk multi-site installations.
charging.install.contest.past.col1	charging	공모명	Procurement
charging.install.contest.past.col2	charging	접수	Received
charging.install.contest.past.col3	charging	선정	Selected
charging.install.contest.past.col4	charging	경쟁률	Competition
charging.install.contest.past.col5	charging	발표일	Announce Date
charging.install.contest.past.r1	charging	<td>2025 상반기 완속</td><td>168건</td><td>52건</td><td>3.2:1</td><td>2025-07-15</td>	<td>2025 H1 Slow</td><td>168</td><td>52</td><td>3.2:1</td><td>2025-07-15</td>
charging.install.contest.past.r2	charging	<td>2025 하반기 완속</td><td>142건</td><td>48건</td><td>2.95:1</td><td>2026-01-20</td>	<td>2025 H2 Slow</td><td>142</td><td>48</td><td>2.95:1</td><td>2026-01-20</td>
charging.install.contest.past.r3	charging	<td>2025 급속거점</td><td>89건</td><td>22건</td><td>4.05:1</td><td>2025-09-30</td>	<td>2025 Fast Hub</td><td>89</td><td>22</td><td>4.05:1</td><td>2025-09-30</td>
charging.install.contest.past.title	charging	최근 공모 결과	Recent Procurement Results
charging.install.contest.slow.h4	charging	완속 충전기 구축 공모	Slow Charger Procurement
charging.install.contest.slow.spec	charging	대상 규격: 7kW · 11kW 완속 충전기	Spec: 7kW · 11kW slow charger
charging.install.contest.slow.support	charging	지원 내용: 환경부 보조금 업무처리지침에 따른 대당 보조	Support: per-unit subsidy under MCEE Subsidy Operations Guideline
charging.install.contest.slow.target	charging	대상 사업자: 충전 사업자, 대형 건물주·공공기관	Eligible: charging operators, large property owners, public agencies
charging.install.lead	charging	공용 완속충전기 <strong>직접 설치 신청</strong>, 완속·급속·전기이륜차 <strong>공모 신청</strong>, 인증 완속충전기 <strong>제품 안내</strong>까지 한 곳에서 제공합니다.	<strong>Direct installation</strong> of public slow chargers, <strong>procurement</strong> for slow / fast / e-motorbike chargers, and <strong>certified product</strong> information — all in one place.
charging.install.moto.alert.body	charging	연도별 공모 규모·대당 보조금 단가·접수 기간은 매년 환경부 공고에 따라 결정됩니다. 자세한 내용은 「전기이륜차 충전시설 공모 공고」 및 「업무처리지침」을 확인해 주십시오.	Annual procurement size, per-unit subsidy, and application period are determined by annual MCEE notices. Refer to the E-Motorbike Charger Procurement Notice and Operations Guideline for details.
charging.install.moto.alert.title	charging	공고 일정·단가 안내	Notice Schedule & Rates
charging.install.moto.alert2.body	charging	접수 기간: 2026-05-15 ~ 2026-07-15 / 지원 규모: 1,200기 (배터리 교환식 800 + 완속 400)	Period: 2026-05-15 to 2026-07-15 / Size: 1,200 units (battery-swap 800 + slow 400)
charging.install.moto.alert2.title	charging	2026년 전기이륜차 충전시설 공모 안내	2026 E-Motorbike Charger Procurement Notice
charging.install.moto.bc.current	charging	전기이륜차 충전시설 공모	E-Motorbike Charger Procurement
charging.install.moto.bonus	charging	우대 사항 (예시)	Preferences (Examples)
charging.install.moto.bonus.note	charging	※ 우대 사항·배점·세부 가산 기준은 매년 공고문에 명시됩니다.	* Preferences, scoring, and detailed bonus criteria are specified in the annual notice.
charging.install.moto.bonus1	charging	배달 플랫폼 협약 업소	Delivery platform partner businesses
charging.install.moto.bonus2	charging	소상공인 확인서 보유 사업자	Small business certificate holders
charging.install.moto.bonus3	charging	24시간 개방 가능 공간	24-hour accessible spaces
charging.install.moto.bonus4	charging	배터리 교체형 인프라 겸용	Battery-swap compatible infrastructure
charging.install.moto.bonus5	charging	농어촌·도서 지역	Rural/island regions
charging.install.moto.btn.info	charging	공모 안내 보기	View Procurement Info
charging.install.moto.dd1	charging	전기이륜차 전용 충전기	E-motorbike dedicated chargers
charging.install.moto.dd2	charging	배달 플랫폼, 편의점·식당, 소상공인 연합체, 지방자치단체	Delivery platforms, convenience stores/restaurants, small business associations, local governments
charging.install.moto.dd3	charging	전기이륜차 전용 주차공간 확보 필수	Dedicated parking space for e-motorbikes required
charging.install.moto.dd4	charging	매년 환경부·한국환경공단 공고에 따름	Per annual MCEE/Korea Environment Corp. notice
charging.install.moto.dt1	charging	대상 규격	Target Spec
charging.install.moto.dt2	charging	지원 대상	Eligibility
charging.install.moto.dt3	charging	설치 조건	Installation Condition
charging.install.moto.dt4	charging	공고 일정	Notice Schedule
charging.install.moto.eval.col1	charging	구분	No.
charging.install.moto.eval.col2	charging	평가 항목	Evaluation Item
charging.install.moto.eval.col3	charging	배점	Points
charging.install.moto.eval.r1	charging	<td>1</td><td>입지 적합성 (이용 수요)</td><td>30점</td>	<td>1</td><td>Location suitability (demand)</td><td>30 pts</td>
charging.install.moto.eval.r2	charging	<td>2</td><td>운영 노하우 (서비스 안정성)</td><td>25점</td>	<td>2</td><td>Operational expertise (service stability)</td><td>25 pts</td>
charging.install.moto.eval.r3	charging	<td>3</td><td>제조사 인증 (배터리 표준)</td><td>20점</td>	<td>3</td><td>Manufacturer cert (battery std)</td><td>20 pts</td>
charging.install.moto.eval.r4	charging	<td>4</td><td>요금 경쟁력</td><td>15점</td>	<td>4</td><td>Rate competitiveness</td><td>15 pts</td>
charging.install.moto.eval.r5	charging	<td>5</td><td>지역 균형</td><td>10점</td>	<td>5</td><td>Regional balance</td><td>10 pts</td>
charging.install.moto.eval.title	charging	선정 기준	Selection Criteria
charging.install.moto.h1	charging	전기이륜차 충전시설 공모	E-Motorbike Charger Procurement
charging.install.moto.k1.l	charging	총 지원 규모	Total Size
charging.install.moto.k1.u	charging	기	units
charging.install.moto.k2.l	charging	예산 총액	Total Budget
charging.install.moto.k2.u	charging	억원	00M KRW
charging.install.moto.k3.l	charging	단가 (교환식)	Rate (Swap)
charging.install.moto.k3.u	charging	만원/기	0K KRW/unit
charging.install.moto.k4.l	charging	단가 (완속)	Rate (Slow)
charging.install.moto.lead	charging	배달 플랫폼·소상공인 중심으로 운행이 증가하는 전기이륜차 이용자를 위한 공용 충전 인프라 구축 공모입니다.	A procurement for public charging infrastructure for e-motorbike users, primarily delivery platforms and small businesses.
charging.install.moto.lead2	charging	배달·택배 전기이륜차용 <strong>배터리 교환식·완속 충전기</strong> 구축을 위한 공모 사업입니다.	A procurement for <strong>battery-swap and slow chargers</strong> for delivery/courier e-motorbikes.
charging.install.moto.loc.li1	charging	배달 플랫폼 거점 (배달의민족·쿠팡이츠 라이더 라운지 인근)	Delivery platform hubs (near Baemin/Coupang Eats rider lounges)
charging.install.moto.loc.li2	charging	택배 분류 센터 / 우체국 / 새벽배송 거점	Parcel sorting centers / post offices / dawn delivery hubs
charging.install.moto.loc.li3	charging	지하철 환승 주차장 / 공원 주차장 / 시민이용시설	Subway transit parking / park parking / public facilities
charging.install.moto.loc.li4	charging	편의점 GS25·CU·세븐일레븐 점포 외부 (가맹 협력)	Outside GS25/CU/7-Eleven convenience stores (partnership)
charging.install.moto.loc.title	charging	설치 권장 입지	Recommended Locations
charging.install.moto.outline	charging	공모 개요	Procurement Overview
charging.install.moto.outline2	charging	사업 개요	Project Overview
charging.install.moto.title	charging	전기이륜차 충전시설 공모	E-Motorbike Charger Procurement
charging.install.note.consult	charging	※ 사전 상담은 한국환경공단의 사전 전문 진단(컨설팅) 절차로, 적정 수량·설치 위치 안내를 받으실 수 있습니다.	* Pre-consultation is a Korea Environment Corporation professional diagnostic (consulting) process to provide guidance on appropriate quantity and installation locations.
charging.install.products.alert.desc	charging	인증 완속충전기 전체 제품 목록·제조사·규격·인증 정보는 무공해차 통합누리집 「완속충전기 제품안내」 페이지에서 확인하실 수 있습니다.	The full list of certified slow chargers (manufacturer, specs, certification) is available on the "Slow Charger Products" page of the Zero-Emission Vehicle Portal.
charging.install.products.alert2.body	charging	제품별 보조금 단가는 매년 환경부 「전기자동차 충전인프라 보조금 업무처리지침」에 따라 결정됩니다. 세부 사양·가격은 제조사 또는 무공해차 통합누리집 「완속충전기 제품안내」 페이지에서 확인해 주십시오.	Per-product subsidy rates are determined annually by the MCEE EV Charging Infrastructure Subsidy Guidelines. For specifications and prices, contact the manufacturer or visit the "Slow Charger Products" page.
charging.install.products.alert2.title	charging	제품별 보조금 단가 안내	Subsidy Rates by Product
charging.install.products.bc.current	charging	완속충전기 제품 안내	Slow Charger Products
charging.install.products.btn.detail	charging	상세 보기	View Details
charging.install.products.btn.detail2	charging	상세 보기	View Details
charging.install.products.btn.list	charging	제품 목록 보기	View Product List
charging.install.products.btn.search	charging	검색	Search
charging.install.products.cert.li1	charging	환경부 「전기자동차 충전기 인증 기준」 고시 충족	Compliance with MCEE EV Charger Certification Standards
charging.install.products.cert.li2	charging	과금형 충전기: 「계량에 관한 법률」에 따른 검정 필수	Billing chargers: required verification under the Measurement Act
charging.install.products.cert.li3	charging	화재 안전 기준 및 전기 안전 기준 충족	Compliance with fire safety and electrical safety standards
charging.install.products.cert.line	charging	인증: KC·KS·환경부	Certification: KC, KS, MCEE
charging.install.products.cert.std	charging	인증 기준	Certification Standards
charging.install.products.cert.title	charging	인증 제품 목록 조회	View Certified Products
charging.install.products.demo.note	charging	⚠ 시연용 예시 데이터 — 실제 인증 제품 목록은 환경공단 인증 DB 연동 후 제공됩니다.	⚠ Demo example data — actual certified product list will be provided after Korea Environment Corp. DB integration.
